epoch,train_loss,train_acc,val_loss,val_acc,lr
1,0.4909117764819752,0.8848545454545454,0.20039373030662536,0.947,0.0003
2,0.18012481377558276,0.9516,0.12569781250953674,0.9624,0.0003
3,0.12523829171224074,0.9648727272727273,0.09565083237290382,0.9732,0.0003
4,0.09839653793248264,0.9708181818181818,0.08673551059663295,0.9742,0.0003
5,0.0815220087333159,0.9760727272727273,0.0759680214703083,0.9748,0.0003
6,0.0707081786150282,0.9785636363636364,0.06952506049275398,0.9792,0.0003
7,0.0611466121700677,0.9811636363636363,0.06960566625371575,0.977,0.0003
8,0.05427673738436265,0.9832909090909091,0.06668740838915109,0.9778,0.0003
9,0.05150751951824535,0.9841454545454545,0.06858936386555434,0.9788,0.0003
10,0.04574319972395897,0.985909090909091,0.06579069693833589,0.9786,0.0003
11,0.042623371507904746,0.9857454545454546,0.06527491255402565,0.9796,0.0003
12,0.03762126456661658,0.9882363636363637,0.06746742102503776,0.9794,0.0003
13,0.03519232815666632,0.988909090909091,0.06991563450992107,0.9788,0.0003
14,0.03356498719535091,0.9891090909090909,0.06754234427511692,0.9794,0.0003
15,0.03045973700630394,0.9901454545454546,0.06259554283618927,0.9804,0.0003
16,0.03045046892707998,0.9900727272727273,0.06669911798471585,0.98,0.0003
17,0.0295140167593956,0.9901454545454546,0.0694810642786324,0.9776,0.0003
18,0.027763220778920433,0.9911454545454546,0.06766954390704631,0.981,0.0003
19,0.025719342524930834,0.9915636363636363,0.0687117843747139,0.9786,0.0003
20,0.025256650441884996,0.9916545454545455,0.06670262028425931,0.9814,0.0003
